crop,year,season,state,area,production,fertilizer,pesticide,yield,nitrogen,phosphorus,potassium,ph,avg_temp_c,total_rainfall_mm,avg_humidity_percent
Other Kharif pulses,1998,Kharif     ,Goa,1200.0,324.0,118560.0,348.0,0.27,65.0,25.0,45.0,6.2,27.35,2059.15,74.64
Ragi,1998,Kharif     ,Goa,2500.0,2476.0,247000.0,725.0,0.99,65.0,25.0,45.0,6.2,27.35,2059.15,74.64
Rice,1998,Kharif     ,Goa,41000.0,104249.0,4050800.0,11890.0,2.54,65.0,25.0,45.0,6.2,27.35,2059.15,74.64
Rice,1998,Rabi       ,Goa,15439.0,46925.0,1525373.2,4477.31,3.04,65.0,25.0,45.0,6.2,27.35,2059.15,74.64
Sugarcane,1998,Whole Year ,Goa,1320.0,64000.0,130416.0,382.8,48.48,65.0,25.0,45.0,6.2,27.35,2059.15,74.64
Arecanut,1998,Whole Year ,Karnataka,98047.0,648365.0,9687043.6,28433.63,6.232,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Arhar/Tur,1998,Kharif     ,Karnataka,475396.0,221453.0,4.69691248E7,137864.84,0.400833333,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Bajra,1998,Kharif     ,Karnataka,415816.0,282231.0,4.10826208E7,120586.64,0.601764706,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Bajra,1998,Rabi       ,Karnataka,451.0,536.0,44558.8,130.79,1.19,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Bajra,1998,Summer     ,Karnataka,846.0,498.0,83584.8,245.34,0.59,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Black pepper,1998,Whole Year ,Karnataka,4387.0,10342.0,433435.6,1272.23,2.238,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Cardamom,1998,Whole Year ,Karnataka,20218.0,1153.0,1997538.4,5863.22,0.06,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Castor seed,1998,Kharif     ,Karnataka,27246.0,23245.0,2691904.8,7901.34,0.831818182,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Coconut ,1998,Whole Year ,Karnataka,310399.0,1.61153E9,3.06674212E7,90015.71,4692.261111,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Coriander,1998,Whole Year ,Karnataka,17935.0,2982.0,1771978.0,5201.15,0.118,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Cotton(lint),1998,Kharif     ,Karnataka,636495.0,976876.0,6.2885706E7,184583.55,1.556521739,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Dry chillies,1998,Whole Year ,Karnataka,170319.0,146498.0,1.68275172E7,49392.51,1.123703704,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Garlic,1998,Whole Year ,Karnataka,3574.0,3034.0,353111.2,1036.46,1.459411765,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Ginger,1998,Kharif     ,Karnataka,3896.0,51169.0,384924.8,1129.84,12.75944444,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Gram,1998,Rabi       ,Karnataka,355326.0,202508.0,3.51062088E7,103044.54,0.573478261,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Groundnut,1998,Kharif     ,Karnataka,1012577.0,929016.0,1.000426076E8,293647.33,0.8568,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Groundnut,1998,Rabi       ,Karnataka,217445.0,263118.0,2.1483566E7,63059.05,1.3052,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Horse-gram,1998,Kharif     ,Karnataka,189486.0,90718.0,1.87212168E7,54950.94,0.504615385,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Horse-gram,1998,Rabi       ,Karnataka,134779.0,62084.0,1.33161652E7,39085.91,0.4492,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Jowar,1998,Kharif     ,Karnataka,420808.0,616645.0,4.15758304E7,122034.32,1.305714286,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Jowar,1998,Rabi       ,Karnataka,1420162.0,1003450.0,1.403120056E8,411846.98,0.7235,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Jowar,1998,Summer     ,Karnataka,8897.0,23144.0,879023.6,2580.13,2.461333333,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Linseed,1998,Rabi       ,Karnataka,19806.0,6441.0,1956832.8,5743.74,0.315,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Maize,1998,Kharif     ,Karnataka,450472.0,1542607.0,4.45066336E7,130636.88,3.366,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Maize,1998,Rabi       ,Karnataka,49922.0,101605.0,4932293.6,14477.38,1.97952381,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Maize,1998,Summer     ,Karnataka,11974.0,27080.0,1183031.2,3472.46,2.241904762,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Moong(Green Gram),1998,Kharif     ,Karnataka,311720.0,61227.0,3.0797936E7,90398.8,0.180769231,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Moong(Green Gram),1998,Rabi       ,Karnataka,15627.0,7005.0,1543947.6,4531.83,0.438823529,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Niger seed,1998,Kharif     ,Karnataka,41853.0,8104.0,4135076.4,12137.37,0.214782609,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Onion,1998,Kharif     ,Karnataka,79921.0,362053.0,7896194.8,23177.09,5.363636364,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Onion,1998,Rabi       ,Karnataka,8882.0,91057.0,877541.6,2575.78,8.936315789,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Onion,1998,Summer     ,Karnataka,4797.0,55339.0,473943.6,1391.13,11.86631579,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Peas & beans (Pulses),1998,Kharif     ,Karnataka,1730.0,15872.0,170924.0,501.7,9.265882353,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Peas & beans (Pulses),1998,Rabi       ,Karnataka,494.0,4882.0,48807.2,143.26,8.948181818,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Peas & beans (Pulses),1998,Summer     ,Karnataka,1583.0,13707.0,156400.4,459.07,7.827,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Potato,1998,Kharif     ,Karnataka,28755.0,317052.0,2840994.0,8338.95,12.37333333,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Potato,1998,Rabi       ,Karnataka,4173.0,82124.0,412292.4,1210.17,18.90714286,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Potato,1998,Summer     ,Karnataka,1137.0,19387.0,112335.6,329.73,17.6,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Potato,1998,Whole Year ,Karnataka,268.0,3910.0,26478.4,77.72,14.59,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Ragi,1998,Kharif     ,Karnataka,986173.0,1664767.0,9.74338924E7,285990.17,1.418,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Ragi,1998,Rabi       ,Karnataka,33833.0,45301.0,3342700.4,9811.57,1.361,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Ragi,1998,Summer     ,Karnataka,10673.0,24008.0,1054492.4,3095.17,2.239230769,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Rapeseed &Mustard,1998,Kharif     ,Karnataka,6673.0,1790.0,659292.4,1935.17,0.210625,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Rice,1998,Kharif     ,Karnataka,1079193.0,2599170.0,1.066242684E8,312965.97,2.310740741,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Rice,1998,Rabi       ,Karnataka,51782.0,106072.0,5116061.6,15016.78,2.054285714,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Rice,1998,Summer     ,Karnataka,295830.0,951569.0,2.9228004E7,85790.7,2.99375,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Safflower,1998,Rabi       ,Karnataka,97487.0,58727.0,9631715.6,28271.23,0.616428571,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Sesamum,1998,Kharif     ,Karnataka,115250.0,46673.0,1.13867E7,33422.5,0.417307692,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Soyabean,1998,Kharif     ,Karnataka,65309.0,70294.0,6452529.2,18939.61,1.060588235,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Sunflower,1998,Kharif     ,Karnataka,430676.0,127090.0,4.25507888E7,124896.04,0.382608696,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Sunflower,1998,Rabi       ,Karnataka,359514.0,112736.0,3.55199832E7,104259.06,0.390416667,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Sunflower,1998,Summer     ,Karnataka,43156.0,24211.0,4263812.8,12515.24,0.595217391,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Turmeric,1998,Whole Year ,Karnataka,5007.0,25386.0,494691.6,1452.03,4.682380952,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Wheat,1998,Rabi       ,Karnataka,268981.0,219433.0,2.65753228E7,78004.49,0.848823529,72.0,42.0,25.0,6.9,23.73,1185.08,71.65
Arecanut,1998,Whole Year ,Kerala,73639.0,68479.0,7275533.2,21355.31,0.797857143,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Banana,1998,Whole Year ,Kerala,30521.0,386588.0,3015474.8,8851.09,12.85714286,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Black pepper,1998,Whole Year ,Kerala,182384.0,68510.0,1.80195392E7,52891.36,0.261428571,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Cardamom,1998,Whole Year ,Kerala,41449.0,4990.0,4095161.2,12020.21,0.045555556,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Cashewnut,1998,Whole Year ,Kerala,91268.0,51336.0,9017278.4,26467.72,0.484285714,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Coconut ,1998,Whole Year ,Kerala,882288.0,5.132E9,8.71700544E7,255863.52,5304.749286,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Cotton(lint),1998,Kharif     ,Kerala,10999.0,17752.0,1086701.2,3189.71,1.61,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Dry chillies,1998,Whole Year ,Kerala,297.0,288.0,29343.6,86.13,0.937777778,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Garlic,1998,Whole Year ,Kerala,742.0,12614.0,73309.6,215.18,17.0,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Ginger,1998,Whole Year ,Kerala,11107.0,39362.0,1097371.6,3221.03,2.93,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Groundnut,1998,Kharif     ,Kerala,7021.0,5219.0,693674.8,2036.09,0.62,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Jowar,1998,Kharif     ,Kerala,2177.0,1108.0,215087.6,631.33,0.505,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Ragi,1998,Kharif     ,Kerala,1157.0,936.0,114311.6,335.53,0.81,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Rice,1998,Autumn     ,Kerala,120217.0,235849.0,1.18774396E7,34862.93,1.856923077,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Rice,1998,Summer     ,Kerala,57700.0,144872.0,5700760.0,16733.0,2.116153846,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Rice,1998,Winter     ,Kerala,174714.0,346022.0,1.72617432E7,50667.06,1.937142857,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Sesamum,1998,Kharif     ,Kerala,3303.0,1057.0,326336.4,957.87,0.467272727,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Sugarcane,1998,Whole Year ,Kerala,6160.0,472160.0,608608.0,1786.4,64.83,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Sweet potato,1998,Whole Year ,Kerala,1099.0,11924.0,108581.2,318.71,11.718,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Tapioca,1998,Whole Year ,Kerala,112774.0,2630155.0,1.11420712E7,32704.46,25.51785714,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Tobacco,1998,Whole Year ,Kerala,41.0,228.0,4050.8,11.89,5.56,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Turmeric,1998,Whole Year ,Kerala,3706.0,8034.0,366152.8,1074.74,1.997857143,65.0,28.0,50.0,5.7,27.03,2177.34,80.95
Arecanut,1998,Whole Year ,Meghalaya,9585.0,11567.0,946998.0,2779.65,1.151666667,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Arhar/Tur,1998,Kharif     ,Meghalaya,861.0,678.0,85066.8,249.69,0.803333333,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Banana,1998,Whole Year ,Meghalaya,5194.0,62888.0,513167.2,1506.26,11.26714286,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Cotton(lint),1998,Kharif     ,Meghalaya,7549.0,5599.0,745841.2,2189.21,0.796666667,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Dry chillies,1998,Whole Year ,Meghalaya,1764.0,1051.0,174283.2,511.56,0.598571429,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Ginger,1998,Kharif     ,Meghalaya,7403.0,45590.0,731416.4,2146.87,6.008571429,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Gram,1998,Rabi       ,Meghalaya,463.0,283.0,45744.4,134.27,0.61,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Jute,1998,Kharif     ,Meghalaya,4241.0,27097.0,419010.8,1229.89,7.553333333,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Linseed,1998,Kharif     ,Meghalaya,51.0,23.0,5038.8,14.79,0.45,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Maize,1998,Kharif     ,Meghalaya,17219.0,25272.0,1701237.2,4993.51,1.457142857,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Mesta,1998,Kharif     ,Meghalaya,4681.0,21362.0,462482.8,1357.49,4.58,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Mesta,1998,Whole Year ,Meghalaya,871.0,631.0,86054.8,252.59,0.68,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Other  Rabi pulses,1998,Rabi       ,Meghalaya,1938.0,1527.0,191474.4,562.02,0.755714286,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Potato,1998,Whole Year ,Meghalaya,20753.0,201059.0,2050396.4,6018.37,7.738571429,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Rapeseed &Mustard,1998,Rabi       ,Meghalaya,6916.0,4576.0,683300.8,2005.64,0.635714286,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Rice,1998,Kharif     ,Meghalaya,105402.0,149742.0,1.04137176E7,30566.58,1.51,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Sesamum,1998,Kharif     ,Meghalaya,1322.0,694.0,130613.6,383.38,0.575714286,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Small millets,1998,Kharif     ,Meghalaya,2823.0,2282.0,278912.4,818.67,0.871428571,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Soyabean,1998,Kharif     ,Meghalaya,899.0,812.0,88821.2,260.71,0.881428571,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Sugarcane,1998,Whole Year ,Meghalaya,83.0,225.0,8200.4,24.07,2.328,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Sweet potato,1998,Whole Year ,Meghalaya,5181.0,17291.0,511882.8,1502.49,3.302857143,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Tapioca,1998,Whole Year ,Meghalaya,3963.0,21251.0,391544.4,1149.27,6.547142857,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Tobacco,1998,Whole Year ,Meghalaya,742.0,507.0,73309.6,215.18,0.61,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Turmeric,1998,Whole Year ,Meghalaya,1375.0,6997.0,135850.0,398.75,5.624285714,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Wheat,1998,Rabi       ,Meghalaya,4287.0,6998.0,423555.6,1243.23,1.605,52.0,16.0,33.0,5.6,17.84,2370.96,79.73
Arecanut,1998,Whole Year ,West Bengal,8239.0,13665.0,814013.2,2389.31,1.595294118,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Arhar/Tur,1998,Kharif     ,West Bengal,2606.0,1672.0,257472.8,755.74,0.756923077,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Bajra,1998,Kharif     ,West Bengal,175.0,84.0,17290.0,50.75,0.436666667,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Barley,1998,Rabi       ,West Bengal,5938.0,5910.0,586674.4,1722.02,1.10375,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Cardamom,1998,Whole Year ,West Bengal,2875.0,690.0,284050.0,833.75,0.24,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Castor seed,1998,Rabi       ,West Bengal,54.0,38.0,5335.2,15.66,0.7,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Coconut ,1998,Whole Year ,West Bengal,24616.0,3.181744E8,2432060.8,7138.64,12448.06222,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Cotton(lint),1998,Kharif     ,West Bengal,200.0,73.0,19760.0,58.0,0.37,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Dry chillies,1998,Whole Year ,West Bengal,64354.0,51303.0,6358175.2,18662.66,0.890555556,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Ginger,1998,Kharif     ,West Bengal,9398.0,18839.0,928522.4,2725.42,1.449444444,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Gram,1998,Rabi       ,West Bengal,23286.0,18971.0,2300656.8,6752.94,0.875,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Groundnut,1998,Whole Year ,West Bengal,30157.0,34994.0,2979511.6,8745.53,1.128571429,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Horse-gram,1998,Rabi       ,West Bengal,4958.0,2043.0,489850.4,1437.82,0.422,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Jowar,1998,Kharif     ,West Bengal,886.0,414.0,87536.8,256.94,0.465,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Jute,1998,Kharif     ,West Bengal,612066.0,7373630.0,6.04721208E7,177499.14,13.24705882,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Khesari,1998,Rabi       ,West Bengal,23300.0,20850.0,2302040.0,6757.0,0.774666667,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Linseed,1998,Rabi       ,West Bengal,10323.0,2691.0,1019912.4,2993.67,0.24,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Maize,1998,Kharif     ,West Bengal,38519.0,121161.0,3805677.2,11170.51,2.634,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Masoor,1998,Rabi       ,West Bengal,51919.0,35600.0,5129597.2,15056.51,0.600588235,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Mesta,1998,Kharif     ,West Bengal,9911.0,81030.0,979206.8,2874.19,8.453846154,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Moong(Green Gram),1998,Kharif     ,West Bengal,822.0,429.0,81213.6,238.38,0.5075,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Moong(Green Gram),1998,Rabi       ,West Bengal,2729.0,1598.0,269625.2,791.41,0.61,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Moong(Green Gram),1998,Summer     ,West Bengal,9320.0,2980.0,920816.0,2702.8,0.312857143,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Niger seed,1998,Kharif     ,West Bengal,7587.0,4100.0,749595.6,2200.23,0.4075,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Other Kharif pulses,1998,Kharif     ,West Bengal,768.0,318.0,75878.4,222.72,0.516,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Peas & beans (Pulses),1998,Rabi       ,West Bengal,9230.0,6776.0,911924.0,2676.7,0.70625,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Potato,1998,Whole Year ,West Bengal,318199.0,6689636.0,3.14380612E7,92277.71,18.95944444,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Ragi,1998,Kharif     ,West Bengal,12895.0,15648.0,1274026.0,3739.55,0.91,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Rapeseed &Mustard,1998,Rabi       ,West Bengal,344358.0,251740.0,3.40225704E7,99863.82,0.667222222,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Rice,1998,Autumn     ,West Bengal,425002.0,740688.0,4.19901976E7,123250.58,1.751111111,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Rice,1998,Summer     ,West Bengal,1450473.0,4921984.0,1.433067324E8,420637.17,3.22,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Rice,1998,Winter     ,West Bengal,4028620.0,7653780.0,3.98027656E8,1168299.8,1.781666667,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Safflower,1998,Rabi       ,West Bengal,48.0,16.0,4742.4,13.92,0.4575,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Sannhamp,1998,Whole Year ,West Bengal,1800.0,9280.0,177840.0,522.0,4.971428571,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Sesamum,1998,Whole Year ,West Bengal,100425.0,85448.0,9921990.0,29123.25,0.741111111,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Small millets,1998,Kharif     ,West Bengal,3742.0,1877.0,369709.6,1085.18,0.575714286,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Small millets,1998,Rabi       ,West Bengal,1235.0,1387.0,122018.0,358.15,1.035,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Soyabean,1998,Kharif     ,West Bengal,800.0,461.0,79040.0,232.0,0.481666667,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Sugarcane,1998,Whole Year ,West Bengal,26949.0,2001900.0,2662561.2,7815.21,75.314375,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Sunflower,1998,Kharif     ,West Bengal,149.0,111.0,14721.2,43.21,0.71,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Turmeric,1998,Whole Year ,West Bengal,12763.0,21487.0,1260984.4,3701.27,1.569444444,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Urad,1998,Kharif     ,West Bengal,58878.0,25071.0,5817146.4,17074.62,0.402222222,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Urad,1998,Rabi       ,West Bengal,15112.0,9700.0,1493065.6,4382.48,0.649090909,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Wheat,1998,Rabi       ,West Bengal,367472.0,778090.0,3.63062336E7,106566.88,1.870555556,85.0,40.0,45.0,6.2,25.82,1537.71,75.28
Arecanut,1999,Whole Year ,Assam,73464.0,52924.0,7796734.32,19835.28,0.746086957,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Arhar/Tur,1999,Kharif     ,Assam,7266.0,5102.0,771140.58,1961.82,0.707826087,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Banana,1999,Whole Year ,Assam,41922.0,583383.0,4449181.86,11318.94,13.74652174,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Castor seed,1999,Kharif     ,Assam,1726.0,704.0,183180.38,466.02,0.423333333,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Coconut ,1999,Whole Year ,Assam,20238.0,1.50062E8,2147858.94,5464.26,5672.116522,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Cotton(lint),1999,Kharif     ,Assam,1637.0,746.0,173734.81,441.99,0.41173913,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Dry chillies,1999,Whole Year ,Assam,14418.0,9516.0,1530182.34,3892.86,0.636956522,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Gram,1999,Rabi       ,Assam,2336.0,1196.0,247919.68,630.72,0.470454545,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Jute,1999,Kharif     ,Assam,73545.0,657537.0,7805330.85,19857.15,9.13173913,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Linseed,1999,Rabi       ,Assam,10248.0,5323.0,1087620.24,2766.96,0.502727273,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Maize,1999,Kharif     ,Assam,19708.0,14056.0,2091610.04,5321.16,0.613913043,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Mesta,1999,Kharif     ,Assam,5177.0,25515.0,549435.01,1397.79,4.622380952,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Niger seed,1999,Kharif     ,Assam,8904.0,4582.0,944981.52,2404.08,0.548947368,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Onion,1999,Whole Year ,Assam,7365.0,17167.0,781647.45,1988.55,2.322173913,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Other  Rabi pulses,1999,Rabi       ,Assam,106576.0,58390.0,1.131091088E7,28775.52,0.532173913,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Potato,1999,Whole Year ,Assam,76748.0,699744.0,8145265.24,20721.96,8.062608696,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Rapeseed &Mustard,1999,Rabi       ,Assam,286241.0,129425.0,3.037875733E7,77285.07,0.479565217,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Rice,1999,Autumn     ,Assam,557220.0,514156.0,5.91377586E7,150449.4,1.094782609,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Rice,1999,Summer     ,Assam,294654.0,653783.0,3.127162902E7,79556.58,1.990434783,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Rice,1999,Winter     ,Assam,1793994.0,2692709.0,1.903965832E8,484378.38,1.501304348,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Sesamum,1999,Kharif     ,Assam,15143.0,7866.0,1607126.59,4088.61,0.485217391,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Small millets,1999,Kharif     ,Assam,10681.0,5467.0,1133574.53,2883.87,0.502727273,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Sugarcane,1999,Whole Year ,Assam,29107.0,1154615.0,3089125.91,7858.89,40.43478261,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Sweet potato,1999,Whole Year ,Assam,8955.0,30979.0,950394.15,2417.85,3.409130435,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Tapioca,1999,Whole Year ,Assam,2836.0,13444.0,300984.68,765.72,4.436521739,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Tobacco,1999,Whole Year ,Assam,1373.0,695.0,145716.49,370.71,0.573913043,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Turmeric,1999,Whole Year ,Assam,10980.0,7586.0,1165307.4,2964.6,0.667391304,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Wheat,1999,Rabi       ,Assam,76310.0,97583.0,8098780.3,20603.7,1.256818182,60.0,18.0,38.0,5.8,23.26,1622.42,71.99
Arecanut,1999,Whole Year ,Goa,1550.0,1880.0,164501.5,418.5,1.21,65.0,25.0,45.0,6.2,27.09,1980.88,73.77
Banana,1999,Whole Year ,Goa,1950.0,14500.0,206953.5,526.5,7.44,65.0,25.0,45.0,6.2,27.09,1980.88,73.77
Black pepper,1999,Whole Year ,Goa,275.0,120.0,29185.75,74.25,0.44,65.0,25.0,45.0,6.2,27.09,1980.88,73.77
Cashewnut,1999,Whole Year ,Goa,53292.0,17274.0,5655879.96,14388.84,0.32,65.0,25.0,45.0,6.2,27.09,1980.88,73.77
